Unnamed: 0,Time_Recorded,CarID,Price,manufacturer,Origin,FE_HW,FE_UR,rpm-max,Horsepower,comp_ratio,Stroke,Bore,fuel_system,Engine-size,cylinders_num,Engine-type,Curb-weight,Height,Width,Length,Wheel_Base,Engine-loc,Drive-wheels-type,vehicle_cat,doors_num,aspiration,fuel,Symboling,normalized-losses
97,2020-09-26 16:46:31,Car195,37635.0,aegis,Germany,23,17,5199.0,168.0,8.11,2.97,,mpfi,164,6,l,3323,58.5,68.9,196.2,106.7,front,rwd,sedan,4.0,std,gas,Safe,118.0
1857,2020-07-17 05:23:11,Car713,32399.0,velox,Japan,24,19,5125.0,165.0,8.79,3.26,3.52,mpfi,170,6,dohc,3254,52.0,65.8,178.4,105.5,front,rwd,sedan,2.0,std,gas,High risk,
805,2023-06-12 17:46:24,Car398,7485.0,prism,United States,34,27,5138.0,79.0,8.73,3.27,3.11,2bbl,99,4,ohc,2330,55.5,64.1,161.9,95.5,front,fwd,sedan,4.0,std,gas,Moderate risk,104.0
737,2021-03-29 00:21:46,Car980,17767.0,vertex,Germany,26,26,5480.0,101.0,8.5,3.33,3.17,mpfi,103,4,ohc,2790,55.7,64.4,185.8,95.6,front,fwd,sedan,4.0,turbo,gas,Moderate risk,
1999,2021-10-10 21:26:26,Car925,,nimbus,Sweden,25,17,5124.0,145.0,8.39,3.37,,mpfi,170,6,ohc,3070,55.4,70.0,189.0,105.4,front,rwd,sedan,4.0,std,gas,Very safe,103.0
1952,2023-01-05 21:41:36,Car100,8474.0,helios,Japan,30,23,4435.0,93.0,8.73,2.62,3.65,2bbl,115,4,ohcf,2458,56.0,66.8,173.3,106.0,front,4wd,sedan,4.0,std,gas,Safe,103.0
2495,2019-11-06 09:29:36,Car834,15222.0,aegis,Germany,29,23,5148.0,115.0,8.61,3.35,3.56,mpfi,152,4,ohc,3171,56.1,67.9,182.2,104.3,front,rwd,sedan,4.0,std,gas,Safe,
102,2021-01-19 03:27:07,Car902,16726.0,raven,Japan,27,24,5410.0,170.0,9.0,3.26,3.32,mpfi,147,8,ohcv,3146,55.1,69.1,190.3,97.6,front,rwd,sedan,2.0,std,gas,Moderate risk,175.0
434,2021-07-25 17:23:01,Car925,9367.0,velox,Japan,26,25,5494.0,73.0,9.19,3.32,3.13,2bbl,104,4,dohc,2773,53.8,63.8,170.1,95.4,front,rwd,hatchback,2.0,std,gas,Moderate risk,
74,2018-09-05 03:56:08,Car873,6551.0,nexus,Japan,39,37,5807.0,74.0,9.81,3.3,3.02,2bbl,87,4,ohc,1794,51.5,64.0,150.1,94.4,front,fwd,hatchback,2.0,std,gas,Moderate risk,114.0
1912,2018-04-19 12:41:39,Car524,8676.0,velox,Japan,28,24,4748.0,81.0,8.86,3.28,3.24,2bbl,113,4,ohc,2421,54.1,64.6,168.5,96.1,front,fwd,sedan,4.0,std,gas,High risk,94.0
2381,2023-08-31 07:28:09,Car508,9754.0,vertex,Germany,31,26,5370.0,109.0,9.08,3.44,3.13,mpfi,104,4,ohc,2293,55.4,65.4,173.0,96.7,front,fwd,sedan,2.0,std,gas,High risk,106.0
1230,2018-12-02 13:56:39,Car387,7278.0,atlas,Japan,30,26,5206.0,135.0,8.37,3.39,3.17,mpfi,110,4,ohc,2283,50.0,65.8,171.6,99.8,front,fwd,hatchback,2.0,turbo,gas,Extreme risk,133.0
1326,2023-08-21 06:25:01,Car622,10077.0,vertex,Germany,43,28,5178.0,70.0,9.1,3.35,3.24,mpfi,100,4,ohc,2319,53.3,64.6,173.3,95.7,front,fwd,sedan,4.0,std,gas,High risk,
2352,2018-01-29 12:00:58,Car936,17996.0,aegis,Germany,24,18,5219.0,162.0,8.28,3.35,3.73,mpfi,125,6,ohc,3140,55.8,66.2,189.0,104.2,front,rwd,sedan,4.0,std,gas,Safe,
2322,2023-03-24 17:44:40,Car332,13638.0,raven,Japan,38,27,5171.0,78.0,8.82,3.04,3.14,2bbl,120,4,ohc,2042,52.0,66.6,170.0,94.9,front,fwd,sedan,4.0,std,gas,Safe,160.0
1848,2019-04-29 05:09:41,Car375,11353.0,velox,Japan,30,24,5356.0,105.0,9.51,3.29,3.61,mpfi,140,4,ohc,3026,51.1,64.3,173.0,95.5,front,rwd,hatchback,2.0,std,gas,Extreme risk,180.0
762,2020-01-29 16:37:35,Car418,7809.0,helix,Japan,33,33,4771.0,79.0,8.78,3.18,3.46,2bbl,104,4,ohc,2510,53.6,65.6,174.0,97.1,front,fwd,sedan,4.0,std,gas,High risk,127.0
2148,2022-11-24 13:13:32,Car395,8822.0,helios,Japan,28,22,5079.0,111.0,8.92,3.29,3.6,mpfi,101,4,ohcf,2302,52.8,66.3,172.5,101.8,front,rwd,sedan,4.0,std,gas,Safe,93.0
989,2020-05-21 17:32:15,Car218,6879.0,helix,Japan,37,27,5215.0,70.0,9.0,3.39,3.02,2bbl,110,4,ohc,2072,54.2,64.3,170.3,94.9,front,fwd,sedan,4.0,std,gas,Moderate risk,
388,2022-03-09 17:33:00,Car903,15835.0,orion,Germany,21,17,5395.0,175.0,7.5,3.39,3.64,mpfi,184,6,ohc,3019,52.4,67.2,176.5,100.6,front,rwd,hatchback,2.0,turbo,gas,Safe,
2203,2018-12-02 05:54:00,Car975,8680.0,velox,Japan,31,26,5036.0,109.0,9.26,3.28,3.64,mpfi,123,4,ohc,2885,53.2,64.2,172.6,100.7,front,rwd,sedan,4.0,std,gas,Safe,96.0
267,2019-03-23 12:11:47,Car711,5670.0,prism,United States,42,34,5780.0,65.0,9.38,3.34,3.06,2bbl,87,4,ohc,2002,50.1,63.9,156.9,93.6,front,fwd,hatchback,2.0,std,gas,Moderate risk,102.0
1329,2019-12-10 12:16:38,Car731,14067.0,nimbus,Sweden,24,15,5076.0,148.0,8.38,3.37,3.58,mpfi,154,5,ohc,3221,56.8,69.5,190.2,105.3,front,rwd,wagon,4.0,turbo,gas,Very safe,121.0
1891,2018-02-14 00:17:16,Car486,16880.0,phoenix drive,Italy,26,18,4665.0,107.0,8.72,2.95,3.54,mpfi,112,4,dohc,2835,54.5,62.8,163.7,94.0,front,rwd,convertible,2.0,std,gas,High risk,160.0
117,2021-11-19 17:42:34,Car100,9471.0,velox,Japan,30,27,4899.0,76.0,9.16,3.23,3.4,mpfi,167,4,ohc,2709,54.1,66.1,186.1,97.0,front,fwd,sedan,4.0,std,gas,Safe,94.0
437,2020-01-09 20:08:20,Car892,16974.0,zenith,France,27,17,5172.0,103.0,8.41,3.11,,mpfi,114,4,l,3157,56.6,67.4,194.0,107.2,front,rwd,sedan,4.0,std,gas,Safe,173.0
673,2018-04-21 19:06:16,Car944,19355.0,phoenix drive,Italy,24,20,5202.0,165.0,8.43,3.37,3.07,mpfi,119,4,ohc,3120,51.1,66.2,171.3,96.0,front,rwd,hatchback,2.0,std,gas,Extreme risk,162.0
249,2022-09-27 10:12:08,Car812,10455.0,veloX,Japan,32,27,4971.0,81.0,9.13,3.36,3.15,idi,111,4,ohc,3016,56.5,68.3,180.8,97.8,front,fwd,wagon,4.0,std,gas,Safe,91.0
2162,2019-03-29 10:11:07,Car482,13330.0,raven,Japan,23,19,5423.0,130.0,8.98,3.26,3.26,mpfi,165,6,ohcv,3239,55.5,67.8,186.2,114.3,front,rwd,wagon,4.0,std,gas,Very safe,
1574,2021-12-08 01:34:50,Car943,10720.0,velox,Japan,27,17,6082.0,109.0,9.13,3.19,3.7,mpfi,100,4,dohc,3281,51.1,64.2,170.4,95.4,front,rwd,hatchback,2.0,std,gas,Extreme risk,
2534,2018-10-13 02:34:48,Car328,14217.0,nimbus,Sweden,28,20,5719.0,97.0,8.9,3.04,3.59,mpfi,109,4,ohc,3023,55.8,65.6,178.6,104.3,front,rwd,sedan,4.0,std,gas,Ultra safe,101.0
1964,2019-04-26 08:11:15,Car700,11652.0,aegis,Germany,28,26,5249.0,105.0,8.79,3.32,3.6,mpfi,133,4,ohc,2769,55.6,68.5,170.4,100.2,front,rwd,sedan,4.0,std,gas,Moderate risk,157.0
2320,2023-09-10 01:50:42,Car904,9213.0,vertex,Germany,28,26,5534.0,105.0,9.17,3.37,3.19,mpfi,113,4,ohc,2928,53.1,66.3,190.1,96.7,front,fwd,hatchback,2.0,std,gas,Extreme risk,163.0
448,2021-12-05 18:23:55,Car167,17995.0,velox,Japan,27,22,5016.0,151.0,9.13,3.35,3.59,mpfi,154,6,ohc,3010,51.7,65.6,176.5,100.2,front,rwd,hatch back,2.0,std,gas,High risk,
1469,2023-10-06 10:57:53,Car561,14844.0,zenith,France,26,24,4951.0,81.0,8.58,3.31,3.32,mpfi,150,4,ohc,3197,57.4,69.0,180.3,101.4,front,rwd,wagon,4.0,std,gas,Very safe,122.0
1795,2023-05-16 21:27:59,Car102,19162.0,velox,Japan,24,18,5411.0,163.0,9.34,3.28,3.2,mpfi,145,6,dohc,2308,51.0,65.3,170.8,100.3,front,rwd,hatchback,2.0,std,gas,Extreme risk,150.0
2210,2022-04-26 14:46:30,Car937,7516.0,velox,Japan,29,25,4287.0,107.0,8.28,3.22,3.66,mpfi,104,4,ohc,2325,55.7,65.7,173.9,100.9,front,4wd,wagon,4.0,turbo,gas,Very safe,76.0
1108,2020-05-24 08:20:57,Car345,7816.0,velox,Japan,37,30,4816.0,62.0,9.14,2.67,3.14,2bbl,91,4,ohc,2018,51.1,63.8,159.7,93.9,front,fwd,hatchback,2.0,std,gas,Moderate risk,100.0
1948,2023-03-18 07:21:59,Car897,17464.0,raven,Japan,26,19,5076.0,106.0,8.98,3.28,3.62,mpfi,128,4,ohc,2594,52.4,66.5,175.0,97.6,front,rwd,sedan,4.0,std,gas,Safe,181.0
1481,2019-03-12 04:15:42,Car591,7587.0,velox,Japan,34,31,4892.0,70.0,9.23,3.0,3.15,2bbl,86,4,ohc,2199,54.2,65.0,169.4,97.0,front,fwd,wagon,4.0,std,gas,Safe,87.0
2045,2021-11-20 09:15:26,Car594,20587.0,aegis,Germany,25,16,4693.0,172.0,8.15,3.42,3.67,mpfi,164,4,ohc,3065,55.6,66.2,178.7,99.0,front,rwd,sedan,2.0,std,gas,Safe,
676,2021-07-22 19:01:24,Car301,14164.0,helix,Japan,26,17,5816.0,103.0,8.95,3.08,3.6,mpfi,100,2,rotor,2304,48.0,64.7,172.3,94.6,front,rwd,hatchback,2.0,std,gas,Extreme risk,
1588,2020-01-02 20:53:30,Car902,18656.0,aegis,Germany,28,20,4985.0,158.0,8.7,,3.6,mpfi,154,6,ohc,3270,55.3,68.3,187.3,107.6,front,rwd,sedan,4.0,turbo,gas,Safe,92.0
2371,2018-06-22 03:47:27,Car562,8169.0,prism,United States,34,27,5286.0,72.0,8.93,3.41,3.15,2bbl,105,4,ohc,2381,55.3,63.6,170.1,94.5,front,fwd,sedan,4.0,std,gas,Moderate risk,127.0
1460,2019-12-15 06:22:57,Car790,15297.0,nimbus,Sweden,29,29,4915.0,107.0,22.99,3.39,3.31,idi,147,4,ohc,3149,56.0,68.7,183.6,106.6,front,fwd,sedan,4.0,std,diesel,Very safe,93.0
770,2021-04-07 21:53:48,Car981,12881.0,raven,Japan,31,27,5121.0,84.0,9.15,3.34,3.1,mpfi,100,4,ohc,2957,55.2,64.3,182.9,104.3,front,fwd,wagon,4.0,std,gas,Safe,79.0
1886,2022-04-09 14:46:46,Car409,6874.0,helios,Japan,28,30,5084.0,75.0,8.88,2.78,3.58,2bbl,99,4,ohcf,2844,52.3,63.7,173.3,98.6,front,4wd,wagon,4.0,std,gas,Safe,
1932,2018-08-23 20:43:17,Car921,7001.0,velox,Japan,40,29,4584.0,64.0,9.13,2.72,3.08,2bbl,97,4,ohc,2105,54.9,65.0,168.3,96.3,front,fwd,sedan,4.0,std,gas,Safe,
2032,2018-05-02 16:59:34,Car562,35700.0,velox,Japan,25,18,5244.0,154.0,9.03,3.4,,mpfi,172,6,ohc,2904,52.1,66.0,174.9,98.4,front,rwd,convertible,2.0,std,gas,Extreme risk,132.0
517,2023-03-11 15:55:15,Car548,15760.0,atlas,Japan,26,18,4994.0,110.0,8.04,3.48,3.51,mpfi,177,5,ohc,3452,51.7,69.2,173.1,96.8,front,fwd,sedan,4.0,turbo,gas,Safe,132.0
822,2019-05-07 22:51:39,Car484,20660.0,raven,Japan,26,24,5704.0,109.0,8.67,3.39,3.47,mpfi,98,4,ohc,2409,55.2,67.5,173.4,96.6,front,fwd,sedan,4.0,std,gas,Safe,98.0
404,2023-04-08 00:04:09,Car766,18384.0,raven,Japan,27,18,5527.0,150.0,8.32,3.35,3.1,mpfi,114,6,ohcv,2984,51.1,68.7,174.5,96.4,front,fwd,hatch back,2.0,std,gas,Safe,166.0
384,2018-12-23 22:47:23,Car986,5879.0,nexus,Japan,37,30,4870.0,74.0,9.01,3.31,3.06,1bbl,108,4,ohc,2102,53.0,64.2,169.7,95.9,front,fwd,hatchback,4.0,std,gas,Safe,92.0
2054,2022-08-12 09:25:32,Car694,12080.0,helix,Japan,28,25,5292.0,84.0,8.73,3.27,3.69,mpfi,102,4,ohc,2205,55.1,64.0,171.9,99.5,front,fwd,sedan,2.0,std,gas,High risk,159.0
2107,2020-02-06 16:58:20,Car430,6912.0,helix,Japan,31,27,5484.0,73.0,8.74,3.23,3.05,2bbl,91,4,ohc,1867,49.9,63.9,161.5,91.1,front,fwd,hatch back,2.0,std,gas,Moderate risk,162.0
104,2022-08-06 23:07:55,Car643,17051.0,aegis,Germany,26,20,5251.0,115.0,8.66,3.13,3.63,mpfi,134,6,ohc,3250,57.4,65.8,186.7,103.4,front,rwd,sedan,4.0,std,gas,Safe,143.0
1633,2023-02-10 04:31:34,Car285,8268.0,velox,Japan,32,30,4676.0,85.0,9.5,3.39,3.23,2bbl,101,4,ohc,2602,55.3,66.8,170.6,103.9,front,fwd,sedan,4.0,std,gas,Safe,
2421,2018-10-09 21:18:13,Car873,31968.0,kronos,Germany,22,15,5066.0,157.0,7.94,3.49,3.24,mpfi,180,6,ohcv,3268,51.8,72.1,177.6,97.5,front,rwd,hatch back,2.0,std,gas,Moderate risk,
688,2020-06-28 05:32:35,Car930,43012.0,vortex,Germany,26,17,5768.0,172.0,8.48,2.89,3.64,mpfi,180,6,ohcf,2796,55.2,64.3,162.5,97.3,front,rwd,sedan,4.0,std,gas,Safe,94.0
794,2020-04-20 08:36:52,Car847,7755.0,velox,Japan,28,27,5390.0,107.0,9.16,3.35,3.55,mpfi,143,4,dohc,2936,52.2,66.7,167.6,100.2,front,rwd,sedan,2.0,std,gas,High risk,106.0
1240,2019-01-13 15:27:10,Car629,8854.0,zenitH,France,35,28,5100.0,72.0,9.14,3.16,3.22,2bbl,107,4,ohc,2794,52.9,64.3,180.2,95.7,front,rwd,wagon,4.0,std,gas,Safe,
62,2019-10-09 10:54:46,Car779,8236.0,velox,Japan,30,29,5079.0,76.0,9.05,3.12,3.58,2bbl,105,4,ohc,2143,51.6,65.6,172.9,95.9,front,fwd,sedan,4.0,std,gas,Safe,97.0
1305,2023-09-06 20:54:36,Car476,7250.0,nexus,Japan,37,35,5651.0,75.0,9.29,3.13,3.04,2bbl,97,4,ohc,2000,51.9,63.6,162.2,94.2,front,fwd,hatchback,2.0,std,gas,Moderate risk,163.0
852,2018-07-01 21:25:20,Car952,13184.0,velox,Japan,29,26,5204.0,79.0,9.4,3.39,3.72,mpfi,146,4,ohc,2546,53.3,66.3,182.0,96.4,front,fwd,sedan,4.0,std,gas,Safe,
176,2022-11-10 23:07:48,Car163,9342.0,raven,Japan,28,30,5492.0,78.0,8.86,3.32,3.44,2bbl,109,4,ohc,2597,52.5,63.6,168.4,96.0,front,fwd,hatchback,2.0,std,gas,Moderate risk,110.0
145,2019-04-21 14:39:28,Car260,9346.0,atlas,Japan,27,22,4955.0,128.0,7.54,3.36,3.03,mpfi,100,4,ohc,2713,50.0,64.0,167.2,94.7,front,fwd,hatchback,2.0,turbo,gas,Moderate risk,
1088,2021-06-20 10:19:44,Car957,9876.0,helios,Japan,25,18,5343.0,109.0,8.91,2.86,3.52,mpfi,115,4,ohcf,2784,51.4,63.6,167.1,93.2,front,rwd,hardtop,2.0,std,gas,High risk,124.0
1824,2021-03-11 19:22:52,Car169,7351.0,velox,Japan,42,38,5026.0,70.0,8.94,3.32,3.1,1bbl,103,4,ohc,2051,55.6,63.7,155.6,96.6,front,fwd,sedan,4.0,std,gas,Safe,88.0
2142,2023-03-31 05:13:15,Car629,6226.0,raven,Japan,40,29,5224.0,66.0,8.89,3.3,3.15,2bbl,97,4,ohc,2207,54.6,63.8,169.0,95.4,front,fwd,sedan,2.0,std,gas,Moderate risk,107.0
1142,2019-09-21 02:44:43,Car970,8096.0,velox,Japan,30,18,5033.0,70.0,8.93,3.21,3.19,mpfi,142,4,ohc,2975,53.9,66.4,171.0,96.2,front,fwd,sedan,4.0,std,gas,Safe,
2429,2021-07-24 11:08:27,Car181,7674.0,velox,Japan,26,22,5737.0,113.0,9.11,3.21,3.17,mpfi,95,4,dohc,2202,51.3,64.0,168.4,97.7,front,rwd,hatch back,2.0,std,gas,Extreme risk,167.0
1274,2022-05-28 17:51:36,Car848,5481.0,raven,Japan,41,41,5241.0,67.0,22.86,3.35,3.08,idi,97,4,ohc,2061,55.4,63.6,167.8,96.4,front,fwd,sedan,4.0,std,diesel,Safe,94.0
1265,2019-10-11 14:10:19,Car632,10010.0,helix,Japan,39,31,4913.0,71.0,22.04,3.32,3.11,idi,106,4,ohc,2554,55.3,64.2,184.1,96.8,front,fwd,sedan,4.0,std,diesel,Safe,120.0
2016,2022-01-18 09:31:00,Car571,8640.0,vertex,Germany,30,26,5041.0,87.0,8.62,3.34,3.21,2bbl,116,4,ohc,2233,55.2,65.6,172.2,96.7,front,fwd,sedan,4.0,std,gas,High risk,97.0
9,2019-08-08 02:06:39,Car801,6900.0,velox,Japan,41,30,4557.0,75.0,21.79,3.28,3.17,idi,114,4,ohc,2756,55.9,65.8,168.2,96.3,front,fwd,sedan,4.0,std,diesel,Safe,77.0
449,2019-06-11 07:21:37,Car890,15110.0,pulsE,Sweden,28,18,5301.0,101.0,9.25,3.12,3.62,mpfi,112,4,ohc,2768,56.0,66.4,187.1,98.7,front,fwd,hatchback,4.0,turbo,gas,Extreme risk,145.0
1838,2019-11-21 16:56:10,Car638,8053.0,raven,Japan,26,27,5651.0,76.0,9.23,3.38,3.13,1bbl,115,4,ohc,2134,53.3,64.2,166.8,95.9,front,fwd,hatchback,2.0,std,gas,Safe,
708,2022-03-18 13:04:43,Car967,7188.0,nexus,Japan,33,24,5304.0,87.0,8.67,3.5,2.99,2bbl,106,4,ohc,2211,56.1,64.4,173.0,97.0,front,fwd,sedan,4.0,std,gas,Very safe,102.0
255,2023-06-06 20:31:49,Car811,20949.0,raven,Japan,20,17,5241.0,149.0,8.12,3.34,3.8,mpfi,178,6,ohcv,3477,49.5,70.7,176.5,105.0,front,rwd,hatchback,2.0,turbo,gas,Extreme risk,213.0
882,2021-07-06 18:49:54,Car237,10093.0,stratus,United States,21,21,5002.0,127.0,7.71,3.83,3.66,spdi,144,4,ohc,2888,49.9,66.1,175.2,96.3,front,fwd,hatchback,2.0,turbo,gas,Extreme risk,120.0
1617,2023-03-28 15:00:12,Car817,17622.0,nimbus,Sweden,22,18,5303.0,153.0,8.55,3.22,,mpfi,144,4,ohc,3027,56.8,69.7,187.2,103.1,front,rwd,wagon,4.0,turbo,gas,Very safe,86.0
389,2018-08-15 06:02:00,Car165,9133.0,atlas,Japan,27,23,4840.0,105.0,7.92,3.32,3.19,mpfi,107,4,ohc,2241,50.8,64.4,167.9,95.9,front,fwd,hatchback,2.0,turbo,gas,High risk,147.0
1276,2022-05-07 23:18:07,Car489,23545.0,raven,Japan,27,17,4963.0,147.0,8.57,3.34,3.57,mpfi,171,6,ohcv,3206,55.3,70.6,185.6,101.6,front,fwd,sedan,4.0,std,gas,Moderate risk,122.0
1581,2020-11-06 13:11:07,Car378,8621.0,velox,Japan,32,24,4930.0,74.0,9.12,2.82,3.24,2bbl,107,4,ohc,2225,54.7,64.8,160.5,95.1,front,fwd,hatchback,2.0,std,gas,High risk,100.0
908,2020-08-07 06:48:53,Car162,9809.0,stratus,United States,39,27,5733.0,80.0,8.98,3.5,2.99,2bbl,103,4,ohc,1866,51.2,63.8,163.9,94.8,front,fwd,hatchback,2.0,std,gas,Moderate risk,109.0
924,2023-12-01 18:52:08,Car398,7266.0,raven,Japan,46,40,5176.0,69.0,9.22,2.68,3.04,2bbl,94,4,ohc,1863,51.9,63.1,155.8,93.6,front,fwd,hatch back,2.0,std,gas,Moderate risk,
751,2021-02-04 11:15:19,Car783,18820.0,raven,Japan,28,18,5029.0,180.0,9.49,3.2,3.6,mpfi,166,6,ohcv,3280,50.0,69.9,172.3,99.8,front,rwd,convertible,2.0,std,gas,Extreme risk,129.0
1956,2022-07-07 13:46:38,Car456,10248.0,atlas,Japan,29,28,5474.0,109.0,8.12,3.38,3.13,spdi,109,4,ohc,2072,51.7,64.4,163.0,97.1,front,fwd,hatchback,2.0,turbo,gas,Moderate risk,139.0
460,2020-08-04 03:37:37,Car449,11207.0,helios,Japan,30,18,5262.0,74.0,8.85,2.78,3.56,2bbl,108,4,ohc,2832,52.9,66.6,165.4,96.0,front,rwd,sedan,2.0,std,gas,Safe,
1747,2021-11-17 16:26:23,Car404,10207.0,helios,Japan,29,26,4610.0,77.0,8.99,3.26,3.27,2bbl,108,4,ohc,2155,53.5,65.4,167.3,95.7,front,fwd,sedan,4.0,std,gas,Safe,
2015,2018-12-14 04:13:53,Car111,8566.0,atlas,Japan,28,28,5151.0,75.0,9.24,3.37,3.08,2bbl,101,4,ohc,2848,51.2,67.5,170.9,94.9,front,rwd,hatchback,2.0,std,gas,High risk,128.0
1224,2019-10-08 13:03:52,Car575,9580.0,phoenix drive,Italy,27,30,5210.0,75.0,9.01,3.3,3.12,spfi,110,4,ohc,2613,51.2,64.0,172.2,98.2,front,rwd,hatchback,2.0,std,gas,High risk,148.0
1168,2023-05-10 21:53:06,Car201,17509.0,zenith,France,27,17,5120.0,111.0,8.83,3.26,3.7,mpfi,148,4,ohc,3311,56.1,66.4,189.6,108.9,front,rwd,sedan,4.0,std,gas,Safe,124.0
958,2020-01-18 21:44:52,Car858,14882.0,pulse,Sweden,28,17,5455.0,72.0,8.88,3.21,3.57,mpfi,111,4,ohc,3193,56.8,67.6,184.0,102.1,front,fwd,wagon,4.0,std,gas,Safe,
501,2019-08-20 17:05:36,Car330,11923.0,vertex,Germany,26,18,5123.0,109.0,8.8,3.43,3.23,mpfi,151,5,ohc,3250,55.6,66.4,181.3,98.3,front,fwd,sedan,4.0,std,gas,Safe,122.0
1946,2022-06-29 09:37:08,Car319,8163.0,velox,Japan,31,29,4898.0,78.0,8.84,3.41,3.09,mpfi,101,4,ohc,2315,55.8,65.7,171.6,100.0,front,fwd,sedan,4.0,std,gas,High risk,
1727,2021-01-31 17:56:44,Car280,14761.0,prism,United States,27,24,5394.0,104.0,8.64,3.4,3.07,mpfi,113,4,ohc,2789,54.2,64.2,182.1,99.6,front,fwd,wagon,4.0,std,gas,Moderate risk,120.0
739,2021-08-10 09:53:41,Car959,19431.0,orion,Germany,24,18,5340.0,149.0,7.67,3.21,3.63,mpfi,120,4,ohc,3422,55.0,68.3,193.1,109.6,front,rwd,sedan,4.0,std,gas,Safe,154.0
40,2023-02-10 13:51:53,Car505,9071.0,helix,Japan,30,28,4350.0,87.0,8.78,3.26,3.67,idi,117,4,ohc,2322,56.0,65.7,181.7,107.0,front,rwd,sedan,4.0,std,gas,Safe,83.0
868,2021-03-14 10:13:04,Car561,7282.0,zenith,France,31,29,4243.0,86.0,8.92,3.44,3.2,idi,116,4,ohc,3023,59.6,67.5,183.6,103.5,front,rwd,wagon,4.0,std,gas,Safe,84.0
731,2021-11-03 13:41:14,Car890,18467.0,nimbus,Sweden,28,19,4846.0,114.0,9.13,3.15,3.76,mpfi,175,4,ohc,2461,56.2,66.3,187.5,108.7,front,rwd,sedan,4.0,std,gas,Ultra safe,91.0
539,2020-10-23 03:33:11,Car746,19375.0,velox,Japan,27,17,5433.0,174.0,9.23,3.17,3.8,mpfi,165,8,dohc,3235,51.9,70.8,190.2,110.6,front,rwd,sedan,2.0,std,gas,Extreme risk,157.0
1339,2022-03-20 19:27:34,Car115,15705.0,orion,Germany,22,16,5660.0,206.0,8.79,3.41,3.28,mpfi,101,5,ohc,2947,55.3,70.4,190.2,106.7,front,fwd,wagon,4.0,std,gas,Safe,125.0
697,2023-10-17 21:34:54,Car185,8065.0,atlas,Japan,30,28,5288.0,98.0,8.87,3.21,3.11,2bbl,108,4,ohc,2244,50.9,65.6,163.7,98.8,front,fwd,sedan,4.0,std,gas,Moderate risk,
1671,2022-09-18 15:21:47,Car673,18360.0,nimbus,Sweden,25,21,5317.0,108.0,9.08,3.24,3.68,mpfi,149,4,ohc,2996,56.0,68.1,187.7,106.9,front,rwd,sedan,4.0,std,gas,Very safe,101.0
2120,2022-06-27 12:20:11,Car194,8193.0,prism,United States,28,27,5002.0,76.0,8.66,3.3,3.6,2bbl,99,4,ohc,2234,56.4,67.0,172.4,97.7,front,4wd,wagon,4.0,std,gas,Safe,129.0
2109,2021-11-24 01:47:14,Car983,7496.0,velox,Japan,37,29,4389.0,62.0,22.31,3.34,3.02,idi,104,4,ohc,2131,52.5,64.9,168.4,94.9,front,fwd,sedan,4.0,std,diesel,Safe,
1145,2020-07-19 05:10:20,Car544,21100.0,orion,Germany,24,17,5354.0,136.0,7.59,3.48,3.56,mpfi,122,5,ohc,3028,54.7,68.7,175.1,109.5,front,4wd,sedan,4.0,std,gas,Safe,159.0
1031,2020-04-22 18:44:17,Car427,8511.0,helix,Japan,31,27,5005.0,,8.7,3.43,3.24,2bbl,127,4,ohc,2231,56.0,66.0,187.1,98.3,front,fwd,sedan,4.0,std,gas,Safe,89.0
1431,2018-11-02 03:18:30,Car251,13398.0,raven,Japan,25,18,5453.0,157.0,8.87,3.23,3.21,mpfi,164,6,dohc,2972,52.9,66.6,184.1,97.2,front,fwd,hatchback,2.0,std,gas,Extreme risk,
2218,2021-09-07 08:55:56,Car325,8498.0,velox,Japan,29,27,5274.0,72.0,9.2,,3.08,2bbl,97,4,ohc,2145,53.3,64.0,172.3,95.5,front,fwd,hatchback,2.0,std,gas,Moderate risk,158.0
783,2019-08-05 05:43:45,Car295,7014.0,raven,Japan,32,32,5167.0,81.0,9.31,3.39,3.09,2bbl,97,4,ohc,2082,54.8,64.5,170.5,96.0,front,fwd,sedan,4.0,std,gas,Moderate risk,125.0
735,2022-07-27 04:08:54,Car823,8076.0,velox,Japan,28,28,5355.0,67.0,8.94,3.34,3.16,mpfi,128,4,ohc,2635,53.7,66.1,170.0,96.2,front,fwd,wagon,2.0,std,gas,Moderate risk,125.0
1035,2019-07-15 19:48:21,Car171,8117.0,nexus,Japan,34,27,5683.0,96.0,9.1,3.48,3.07,1bbl,102,4,ohc,2253,56.1,64.4,180.9,96.6,front,fwd,wagon,4.0,std,gas,Moderate risk,95.0
970,2021-03-27 04:54:14,Car735,16834.0,phoenix drive,Italy,23,17,5448.0,159.0,8.77,2.89,3.73,mpfi,166,4,ohc,3401,47.9,68.9,165.3,94.7,front,rwd,hatchback,2.0,std,gas,Extreme risk,
470,2021-04-01 23:45:11,Car749,44491.0,aegis,Germany,20,16,5422.0,202.0,8.3,3.29,3.63,mpfi,219,6,ohcv,3216,53.8,66.0,188.5,98.7,front,rwd,hardtop,2.0,std,gas,Safe,164.0
655,2021-10-26 17:19:07,Car986,9658.0,nexus,Japan,30,29,5370.0,78.0,9.03,3.38,3.11,2bbl,112,4,ohc,2140,55.2,64.2,171.3,95.3,front,fwd,sedan,4.0,std,gas,Safe,
