Unnamed: 0.2,Time_Recorded,CarID,Price,manufacturer,Origin,FE_HW,FE_UR,rpm-max,Horsepower,comp_ratio,Stroke,Bore,fuel_system,Engine-size,cylinders_num,Engine-type,Curb-weight,Height,Width,Length,Wheel_Base,Engine-loc,Drive-wheels-type,vehicle_cat,doors_num,aspiration,fuel,normalized-losses
367,2022-08-06 06:47:18,Car263,6773.0,nexus,Japan,38,35,5503.0,76.0,9.63,3.37,3.14,1bbl,96,4,ohc,1931,52.3,63.8,144.4,93.4,front,fwd,hatchback,2.0,std,gas,169.0
368,2021-06-22 22:17:36,Car244,7980.0,helios,Japan,33,26,4979.0,63.0,9.04,2.57,3.55,2bbl,110,4,ohcf,2225,53.6,64.2,170.2,95.6,front,fwd,wagon,4.0,std,gas,94.0
369,2019-02-20 06:58:03,Car912,32950.0,kronos,Germany,24,20,5195.0,163.0,8.48,3.22,3.66,mpfi,230,8,ohcv,3484,56.2,69.0,194.8,107.8,front,rwd,sedan,4.0,std,gas,127.0
370,2019-12-17 16:24:32,Car928,17534.0,zenith,France,29,26,4750.0,97.0,9.01,3.24,3.73,mpfi,157,4,l,3235,55.5,69.1,187.6,105.5,front,rwd,sedan,4.0,std,gas,164.0
371,2020-04-15 02:08:45,Car408,38147.0,aegiS,Germany,22,19,5273.0,175.0,8.69,3.4,3.7,mpfi,180,6,ohc,3135,55.1,66.4,185.5,107.0,front,rwd,sedan,4.0,std,gas,141.0
372,2018-04-27 09:35:51,Car872,19475.0,vortex,Germany,28,20,5025.0,185.0,9.14,2.67,3.65,mpfi,170,6,ohcf,2992,56.1,63.9,165.2,97.6,front,rwd,sedan,2.0,std,gas,164.0
373,2018-11-15 22:00:38,Car345,7796.0,raven,Japan,30,28,5443.0,80.0,9.23,3.27,2.96,1bbl,98,4,ohc,2084,55.0,64.2,157.0,95.1,front,fwd,sedan,4.0,std,gas,100.0
374,2023-07-19 19:36:28,Car190,11248.0,prism,United States,25,27,5204.0,102.0,8.55,3.37,3.44,mpfi,111,6,ohc,3297,52.1,64.2,171.2,96.3,front,rwd,hatchback,2.0,std,gas,122.0
375,2023-11-11 14:44:27,Car755,14555.0,velox,Japan,28,20,5590.0,156.0,9.55,3.36,3.21,mpfi,165,6,dohc,3270,52.7,66.9,179.1,102.4,front,rwd,sedan,2.0,std,gas,188.0
376,2019-07-06 01:35:19,Car809,7898.0,helios,Japan,27,24,4838.0,76.0,9.34,3.25,3.57,mpfi,111,4,ohcf,2778,53.6,64.0,181.0,94.3,front,rwd,wagon,4.0,std,gas,80.0
377,2021-12-25 14:58:33,Car487,15422.0,zenith,France,28,19,4816.0,116.0,8.84,3.27,3.28,mpfi,160,4,ohc,3202,54.1,68.1,180.2,105.6,front,rwd,wagon,4.0,std,gas,123.0
378,2023-04-12 11:17:09,Car960,18063.0,aegis,Germany,25,17,5394.0,166.0,8.0,3.35,3.53,mpfi,152,4,ohc,3043,54.1,68.4,175.1,98.4,front,rwd,hatchback,2.0,turbo,gas,145.0
379,2023-10-20 19:36:49,Car463,9693.0,velox,Japan,30,27,4168.0,111.0,8.67,3.4,3.37,mpfi,118,4,ohc,2386,55.6,65.8,185.9,106.9,front,fwd,sedan,4.0,std,gas,65.0
380,2019-06-05 12:23:24,Car933,5950.0,atlas,Japan,27,29,4740.0,71.0,9.09,3.31,3.05,2bbl,102,4,ohc,2061,51.3,64.4,159.4,94.9,front,fwd,hatchback,2.0,std,gas,160.0
381,2021-08-01 19:01:13,Car544,21029.0,raven,Japan,20,15,4918.0,147.0,8.21,3.42,3.33,mpfi,195,6,ohcv,3245,51.3,66.7,189.8,108.5,front,rwd,hardtop,2.0,std,gas,131.0
382,2022-03-19 22:27:15,Car267,32015.0,Velox,Japan,25,17,5492.0,155.0,9.4,3.3,3.18,mpfi,152,6,dohc,3147,53.0,68.8,186.6,102.8,front,rwd,sedan,2.0,std,gas,171.0
383,2022-07-01 04:58:32,Car305,7754.0,veloX,Japan,35,28,4405.0,76.0,8.56,3.57,3.24,2bbl,115,4,ohc,2263,56.0,66.0,180.1,97.5,front,fwd,hatchback,4.0,std,gas,74.0
384,2019-01-20 18:11:45,Car697,10237.0,atlas,Japan,29,24,5017.0,137.0,8.06,3.44,3.69,spdi,148,4,ohc,2385,51.5,67.7,175.0,96.5,front,rwd,hatch back,2.0,std,gas,128.0
385,2019-05-03 14:13:15,Car405,9771.0,raven,Japan,30,28,4859.0,103.0,8.64,3.46,3.21,mpfi,120,4,ohc,2363,51.5,65.5,177.8,97.1,front,fwd,hatchback,2.0,std,gas,126.0
386,2021-02-24 02:59:28,Car686,9374.0,velox,Japan,27,27,5621.0,101.0,8.84,3.34,3.11,mpfi,102,4,dohc,2294,51.3,65.7,169.6,99.2,front,rwd,hatchback,2.0,std,gas,163.0
387,2018-08-16 23:46:15,Car766,17318.0,raven,Japan,23,19,5155.0,157.0,8.86,3.34,3.19,mpfi,187,6,ohcv,3060,53.2,67.2,183.9,104.5,front,fwd,sedan,4.0,std,gas,98.0
388,2022-05-22 06:00:09,Car609,10895.0,velox,Japan,36,26,4968.0,89.0,9.22,3.35,3.18,mpfi,145,4,ohc,2305,56.3,66.4,172.4,100.8,front,fwd,sedan,4.0,std,gas,93.0
389,2019-03-09 09:06:37,Car794,11572.0,raven,Japan,28,20,5180.0,148.0,9.31,3.35,3.46,mpfi,123,4,ohcv,2787,52.1,67.4,170.0,97.0,front,rwd,hatchback,2.0,std,gas,191.0
390,2023-06-06 04:02:12,Car147,8406.0,velox,Japan,27,26,4710.0,158.0,8.87,3.29,3.17,mpfi,108,4,ohc,2343,50.8,69.0,173.6,98.0,front,rwd,hatchback,2.0,std,gas,174.0
391,2020-08-24 05:05:44,Car319,7089.0,helios,Japan,30,30,4966.0,72.0,9.25,2.82,3.58,2bbl,141,4,ohcf,2512,52.9,65.8,172.5,98.0,front,fwd,sedan,4.0,std,gas,98.0
392,2018-10-02 19:21:22,Car521,16766.0,zenith,France,24,17,4958.0,97.0,8.52,3.1,3.76,mpfi,130,4,l,2952,58.4,67.9,187.2,107.2,front,rwd,wagon,4.0,std,gas,118.0
393,2020-10-12 04:44:44,Car423,10080.0,vortex,Germany,27,17,5282.0,144.0,9.37,2.83,3.7,mpfi,185,4,ohcf,2280,51.0,65.9,164.3,95.8,front,rwd,hardtop,2.0,std,gas,122.0
394,2022-09-16 03:06:45,Car341,10092.0,helios,Japan,31,28,4942.0,86.0,8.67,3.41,3.48,2bbl,123,4,ohc,2136,55.4,66.0,168.0,96.5,front,fwd,sedan,4.0,std,gas,106.0
395,2019-02-11 10:29:27,Car519,15395.0,orion,Germany,24,17,5367.0,107.0,8.46,3.43,3.14,mpfi,157,5,ohc,2604,54.9,67.5,183.0,108.6,front,fwd,sedan,4.0,std,gas,125.0
396,2022-03-04 20:54:09,Car274,14021.0,heliX,Japan,31,23,5466.0,78.0,8.86,3.44,3.44,2bbl,113,4,ohc,2317,55.3,65.9,174.1,97.6,front,fwd,sedan,4.0,std,gas,95.0
397,2019-05-10 20:11:02,Car362,6643.0,velox,Japan,34,32,4420.0,72.0,8.68,3.59,3.47,2bbl,93,4,ohc,2113,56.0,65.3,170.9,97.2,front,fwd,wagon,4.0,std,gas,65.0
398,2023-01-29 16:47:08,Car609,8112.0,veloX,Japan,29,25,5182.0,76.0,8.61,3.4,3.24,mpfi,106,4,ohc,2172,51.9,66.1,176.3,95.2,front,rwd,hatch back,2.0,std,gas,125.0
399,2023-11-25 02:17:06,Car631,7742.0,atlas,Japan,30,19,5417.0,105.0,8.18,3.36,3.15,spdi,105,4,ohc,2257,51.0,67.7,161.8,98.5,front,fwd,hatchback,2.0,turbo,gas,164.0
400,2018-12-06 06:00:25,Car234,7997.0,velox,Japan,28,27,5973.0,102.0,9.03,2.85,3.19,mpfi,99,4,dohc,2298,50.5,63.7,167.0,101.2,front,rwd,sedan,2.0,std,gas,164.0
401,2022-03-24 08:00:13,Car890,9198.0,helix,Japan,28,26,5412.0,76.0,9.03,3.37,3.24,2bbl,105,4,ohc,2154,50.9,64.1,159.4,94.3,front,fwd,sedan,2.0,std,gas,125.0
402,2020-08-13 17:00:32,Car645,10885.0,velox,Japan,29,27,5242.0,115.0,9.13,3.35,3.59,mpfi,148,4,ohc,3258,52.4,68.7,174.4,96.6,front,rwd,hatchback,2.0,std,gas,127.0
403,2021-05-25 13:31:21,Car719,7326.0,velox,Japan,29,29,5055.0,71.0,9.0,3.22,3.15,2bbl,94,4,ohc,2048,54.5,64.0,167.4,93.5,front,fwd,sedan,2.0,std,gas,165.0
404,2023-01-20 07:39:51,Car770,17206.0,nimbus,Sweden,27,17,5614.0,104.0,9.46,3.13,3.76,mpfi,145,4,ohc,2806,56.1,70.5,186.3,104.3,front,rwd,sedan,4.0,turbo,gas,98.0
405,2021-05-28 15:49:47,Car758,9417.0,Velox,Japan,32,27,5065.0,66.0,8.83,3.3,3.18,2bbl,98,4,ohc,2196,52.4,64.2,172.9,95.4,front,fwd,sedan,4.0,std,gas,119.0
406,2019-05-24 06:16:29,Car288,7528.0,helix,Japan,39,30,4919.0,69.0,9.12,3.33,3.0,2bbl,99,4,ohc,2077,55.4,63.9,170.4,94.6,front,fwd,sedan,4.0,std,gas,98.0
407,2023-07-23 21:45:44,Car967,8821.0,raveN,Japan,29,31,5492.0,75.0,9.01,3.36,3.06,2bbl,107,4,ohc,2676,54.2,64.1,180.8,96.2,front,fwd,hatchback,2.0,std,gas,154.0
408,2023-09-18 07:52:06,Car519,10046.0,helios,Japan,25,20,4712.0,88.0,8.45,2.93,3.5,2bbl,120,4,ohc,2266,56.9,64.2,164.3,104.5,front,4wd,sedan,4.0,std,gas,158.0
409,2023-07-29 23:29:11,Car731,21858.0,aegis,Germany,25,19,5017.0,167.0,8.43,3.53,3.6,mpfi,174,6,ohc,3266,51.4,66.9,180.0,99.4,front,rwd,hatchback,2.0,turbo,gas,124.0
410,2019-01-06 17:55:26,Car845,18667.0,zenith,France,25,21,4622.0,118.0,8.55,2.61,3.79,mpfi,117,4,l,3138,55.7,68.1,188.8,106.3,front,rwd,sedan,4.0,turbo,gas,166.0
411,2018-02-23 05:48:41,Car885,8971.0,raven,Japan,40,36,5285.0,71.0,9.1,3.27,3.06,2bbl,95,4,ohc,1980,52.0,63.9,161.7,95.7,front,fwd,sedan,2.0,std,gas,125.0
412,2021-11-06 10:00:49,Car367,5945.0,atlas,Japan,30,26,5540.0,77.0,8.85,3.45,3.18,mpfi,100,4,ohc,2149,50.3,66.2,168.2,96.8,front,fwd,hatchback,2.0,std,gas,167.0
413,2023-05-23 06:17:57,Car159,6514.0,helix,Japan,40,30,5033.0,69.0,9.47,3.31,3.02,2bbl,98,4,ohc,1997,54.9,64.6,160.0,94.7,front,fwd,hatchback,4.0,std,gas,120.0
414,2019-01-05 22:27:24,Car901,7351.0,helios,Japan,33,33,4929.0,71.0,9.09,3.09,3.59,2bbl,102,4,ohcf,2256,52.9,64.9,173.8,95.9,front,fwd,sedan,4.0,std,gas,86.0
415,2019-06-05 13:49:20,Car496,9659.0,helix,Japan,27,19,5023.0,107.0,8.38,3.25,3.62,mpfi,112,4,ohc,2351,56.0,66.1,169.9,100.8,front,rwd,sedan,4.0,std,gas,139.0
416,2022-03-31 12:58:07,Car600,10990.0,orion,Germany,22,17,5298.0,160.0,8.43,3.44,3.3,mpfi,184,5,ohc,3279,55.2,69.2,196.6,107.8,front,fwd,sedan,4.0,std,gas,122.0
417,2023-01-22 18:46:40,Car244,14024.0,velox,Japan,26,28,5498.0,76.0,9.21,3.34,3.28,mpfi,104,4,ohc,2767,54.0,66.8,175.0,105.5,front,fwd,wagon,4.0,std,gas,92.0
418,2023-02-14 02:55:51,Car916,15478.0,raven,Japan,23,19,5375.0,143.0,8.95,3.32,3.29,mpfi,189,6,ohcv,3303,54.4,68.6,188.2,99.2,front,fwd,sedan,4.0,std,gas,124.0
419,2018-12-27 07:00:01,Car273,15054.0,aegis,Germany,27,19,5085.0,161.0,8.42,3.44,3.52,mpfi,206,6,ohc,3302,56.2,68.5,184.6,109.1,front,rwd,sedan,4.0,turbo,gas,125.0
420,2020-12-22 01:21:58,Car555,7399.0,velox,Japan,32,28,5646.0,112.0,9.49,3.39,3.18,mpfi,146,4,ohc,2692,53.3,66.3,179.2,97.3,front,fwd,sedan,4.0,std,gas,98.0
421,2020-04-15 09:05:57,Car955,8451.0,prism,United States,34,27,5528.0,71.0,8.93,3.29,2.96,2bbl,95,4,ohc,2172,50.8,64.1,157.0,95.2,front,fwd,hatchback,4.0,std,gas,150.0
422,2021-07-10 10:19:08,Car751,8959.0,atlas,Japan,28,27,5070.0,137.0,8.36,3.33,3.2,spdi,106,4,ohc,2157,50.1,67.6,162.4,98.2,front,rwd,hatchback,2.0,turbo,gas,158.0
423,2018-08-10 19:07:49,Car549,7385.0,velox,Japan,33,27,4739.0,77.0,8.59,3.34,3.15,2bbl,105,4,ohc,2270,54.4,64.0,174.2,95.8,front,fwd,sedan,4.0,std,gas,92.0
424,2018-06-02 05:34:23,Car481,14467.0,kronos,Germany,21,16,5011.0,117.0,8.96,3.1,3.37,mpfi,215,8,ohcv,3248,54.3,69.3,195.7,99.9,front,rwd,sedan,4.0,std,gas,119.0
425,2019-01-31 04:51:14,Car763,7775.0,helix,Japan,30,28,5215.0,79.0,9.09,3.31,3.09,2bbl,96,4,ohc,2606,55.8,64.2,171.5,95.0,front,fwd,sedan,4.0,std,gas,121.0
426,2023-07-28 17:55:54,Car931,7009.0,velox,Japan,36,30,4935.0,68.0,8.84,3.27,3.29,2bbl,97,4,ohc,2203,53.2,65.0,167.4,95.1,front,fwd,sedan,4.0,std,gas,125.0
427,2020-05-29 16:17:19,Car236,8872.0,atlas,Japan,29,28,5188.0,105.0,8.76,3.48,3.05,2bbl,115,4,ohc,2763,51.7,65.9,175.1,96.8,front,fwd,hatch back,2.0,std,gas,129.0
428,2018-12-16 22:04:08,Car734,5207.0,nexus,Japan,31,33,5678.0,122.0,8.91,3.44,3.15,1bbl,103,4,ohc,2228,50.9,64.0,152.5,93.8,front,fwd,hatchback,2.0,std,gas,159.0
429,2023-09-16 20:38:39,Car739,16640.0,raven,Japan,24,18,4786.0,170.0,8.69,3.4,3.74,mpfi,135,6,ohcv,3356,55.6,66.1,188.2,99.2,front,rwd,sedan,4.0,std,gas,126.0
430,2018-01-19 18:42:50,Car166,8081.0,prism,United States,34,30,5615.0,65.0,8.43,3.38,3.11,2bbl,102,4,ohc,2111,50.9,63.4,161.4,94.4,front,fwd,hatchback,2.0,std,gas,163.0
431,2018-05-24 01:16:52,Car556,10525.0,pulse,Sweden,28,25,5333.0,110.0,9.24,3.32,3.51,mpfi,112,4,ohc,2670,53.1,66.8,175.7,97.0,front,fwd,sedan,4.0,std,gas,102.0
432,2020-07-29 08:27:37,Car241,24199.0,Aegis,Germany,23,18,5260.0,189.0,8.83,3.18,3.56,mpfi,172,6,ohcv,3375,52.0,68.6,197.1,97.5,front,rwd,sedan,4.0,std,gas,151.0
433,2020-05-29 14:55:03,Car741,13143.0,prism,United States,31,25,5326.0,104.0,8.19,3.47,3.43,mpfi,108,4,ohc,2676,53.7,65.3,170.8,94.0,front,fwd,hatchback,4.0,std,gas,141.0
434,2018-11-25 18:01:11,Car486,8771.0,orion,Germany,27,23,5391.0,112.0,9.04,3.38,3.55,mpfi,136,4,ohc,2122,55.6,68.6,172.6,102.0,front,fwd,sedan,4.0,std,gas,157.0
435,2018-04-24 07:01:30,Car224,15615.0,orion,Germany,28,25,5280.0,110.0,8.67,3.43,3.25,mpfi,155,4,ohc,2435,55.6,66.5,189.2,103.0,front,fwd,sedan,4.0,std,gas,130.0
436,2018-07-28 03:03:30,Car676,20544.0,raven,Japan,23,19,5462.0,129.0,8.83,3.33,3.31,mpfi,153,6,ohcv,2927,50.8,67.9,164.9,95.4,front,rwd,hatchback,2.0,std,gas,216.0
437,2019-05-17 05:42:44,Car723,15576.0,zenith,France,28,25,4301.0,83.0,20.87,3.37,3.72,idi,173,4,l,2956,58.2,67.8,184.7,104.3,front,rwd,wagon,4.0,turbo,diesel,142.0
438,2022-06-28 05:46:24,Car304,34853.0,kronos,Germany,24,16,5161.0,151.0,8.39,3.37,3.64,mpfi,275,8,ohcv,3360,52.2,71.6,194.4,104.4,front,rwd,sedan,2.0,std,gas,126.0
439,2019-02-26 15:41:20,Car671,6720.0,avalon,United States,39,32,5490.0,73.0,9.06,3.17,3.16,2bbl,93,4,ohc,1979,52.3,63.8,157.3,96.1,front,fwd,hatchback,2.0,std,gas,88.0
440,2022-02-19 22:45:06,Car953,6752.0,atlas,Japan,25,18,5517.0,101.0,7.73,3.42,3.2,spdi,108,4,ohc,2638,50.1,69.5,171.6,95.2,front,fwd,hatch back,2.0,turbo,gas,161.0
441,2021-10-06 11:50:33,Car955,6803.0,raven,Japan,37,28,4847.0,86.0,8.73,3.57,2.98,2bbl,122,4,ohc,2220,53.1,64.7,175.2,96.0,front,fwd,sedan,4.0,std,gas,104.0
442,2018-04-09 19:07:06,Car352,9673.0,prism,United States,28,20,5075.0,111.0,8.52,3.5,3.41,mpfi,169,4,ohc,2487,53.5,70.4,173.4,95.6,front,fwd,sedan,4.0,std,gas,122.0
443,2018-04-17 05:23:23,Car198,17383.0,orion,Germany,27,24,5464.0,101.0,8.68,3.36,3.63,mpfi,141,4,ohc,2430,54.7,67.4,172.6,96.3,front,rwd,sedan,4.0,std,gas,172.0
444,2020-04-24 15:55:31,Car914,8169.0,verteX,Germany,32,27,4759.0,61.0,8.87,3.32,3.16,mpfi,108,4,ohc,2295,51.1,64.1,171.4,99.4,front,fwd,hatchback,2.0,std,gas,162.0
445,2020-11-16 03:17:19,Car166,10214.0,nexus,Japan,34,26,5590.0,84.0,8.77,3.45,3.03,mpfi,104,4,ohc,2586,51.7,66.6,172.2,95.9,front,fwd,sedan,4.0,std,gas,160.0
446,2023-11-29 22:17:22,Car830,17869.0,Zenith,France,24,18,5371.0,137.0,8.15,3.46,3.6,mpfi,173,6,ohc,3266,55.5,68.2,187.1,106.2,front,rwd,sedan,4.0,std,gas,122.0
447,2020-03-12 09:32:35,Car640,19055.0,aegis,Germany,27,17,5146.0,151.0,8.66,3.36,3.67,mpfi,163,6,ohc,3121,54.5,68.8,173.1,103.9,front,rwd,hatchback,2.0,std,gas,172.0
448,2023-04-02 01:50:40,Car255,35196.0,velox,Japan,26,20,5458.0,175.0,8.91,3.28,3.6,mpfi,150,6,dohc,2894,58.4,66.0,187.3,98.4,front,rwd,sedan,2.0,std,gas,95.0
449,2018-09-26 20:18:24,Car677,14506.0,pulse,Sweden,24,20,5304.0,98.0,8.89,3.34,3.16,mpfi,112,4,ohc,3100,59.7,66.2,191.3,96.9,front,fwd,wagon,4.0,std,gas,159.0
450,2018-01-18 06:17:57,Car479,6995.0,stratus,United States,30,28,5200.0,75.0,8.73,3.0,3.13,2bbl,107,4,ohc,2627,55.5,64.3,159.0,99.7,front,fwd,hatchback,4.0,std,gas,77.0
451,2022-08-18 17:39:31,Car725,7772.0,raven,Japan,36,29,5327.0,63.0,9.2,3.12,3.06,2bbl,98,4,ohc,1958,52.3,63.8,165.2,95.4,front,fwd,hatchback,4.0,std,gas,91.0
452,2021-03-23 11:27:27,Car260,8385.0,vertex,Germany,30,26,5000.0,108.0,8.94,3.36,3.15,mpfi,118,4,ohc,2316,55.0,66.2,174.3,97.2,front,fwd,sedan,4.0,std,gas,128.0
453,2018-01-24 21:59:07,Car775,19662.0,vortex,Germany,24,14,5622.0,146.0,9.7,3.2,3.62,mpfi,159,6,ohcf,3095,49.6,65.5,173.0,95.8,front,rwd,hardtop,2.0,std,gas,128.0
454,2020-10-01 16:55:39,Car819,17417.0,raven,Japan,26,20,5637.0,113.0,8.77,3.38,3.09,mpfi,106,4,ohc,2357,54.7,65.3,177.0,97.9,front,fwd,sedan,4.0,std,gas,94.0
455,2022-06-26 18:18:57,Car879,18691.0,raven,Japan,26,17,5470.0,161.0,9.22,3.22,2.92,mpfi,162,6,ohcv,2748,51.5,66.0,177.5,96.3,front,rwd,hatchback,2.0,std,gas,183.0
456,2022-04-13 05:53:08,Car960,13643.0,atlas,Japan,21,16,5007.0,139.0,7.41,3.5,3.72,spdi,97,4,ohc,2408,49.0,66.7,165.2,95.9,front,rwd,hatch back,2.0,turbo,gas,199.0
457,2022-03-07 20:29:01,Car948,18376.0,velox,Japan,28,18,5201.0,115.0,9.34,3.22,3.72,mpfi,127,4,ohc,2984,55.6,69.8,188.7,102.3,front,rwd,sedan,4.0,std,gas,100.0
458,2020-02-18 23:57:52,Car307,6782.0,atlas,Japan,40,36,5586.0,68.0,9.5,3.27,3.03,2bbl,100,4,ohc,1979,51.4,64.2,157.0,93.7,front,fwd,hatchback,2.0,std,gas,147.0
459,2022-01-03 07:28:46,Car965,16362.0,zenith,France,26,20,4699.0,110.0,7.53,3.35,3.64,mpfi,115,4,l,3176,56.7,68.5,189.1,107.9,front,rwd,wagon,4.0,turbo,gas,76.0
460,2023-04-19 07:32:16,Car776,9375.0,helios,Japan,29,25,4150.0,74.0,8.85,2.92,3.67,2bbl,108,4,ohcf,2369,54.8,65.5,168.8,96.3,front,fwd,wagon,4.0,std,gas,84.0
461,2022-04-24 04:36:36,Car710,37352.0,aegis,Germany,24,16,5249.0,178.0,8.71,3.38,3.65,mpfi,176,6,ohc,3175,54.3,66.3,173.7,98.6,front,rwd,hatchback,2.0,std,gas,121.0
462,2023-05-11 14:39:31,Car923,7876.0,velox,Japan,28,27,4735.0,71.0,8.73,3.25,3.53,2bbl,105,4,ohc,2205,54.1,63.8,173.2,96.7,front,fwd,sedan,4.0,std,gas,92.0
463,2022-07-16 20:04:55,Car751,9741.0,altair,Japan,25,27,4590.0,89.0,9.07,3.31,3.52,spfi,116,4,ohc,2664,51.5,63.8,172.6,98.6,front,rwd,hatchback,2.0,std,gas,120.0
464,2018-10-22 08:12:21,Car575,7118.0,raven,Japan,33,26,5460.0,73.0,8.99,3.43,3.14,2bbl,99,4,ohc,2015,52.5,63.8,165.4,95.1,front,fwd,hatchback,2.0,std,gas,130.0
465,2023-01-09 12:26:44,Car774,15020.0,helix,Japan,30,27,4706.0,83.0,8.63,3.49,3.58,idi,168,4,ohc,2760,55.3,66.4,174.0,97.7,front,rwd,sedan,4.0,std,gas,77.0
466,2021-01-02 03:02:22,Car874,14232.0,zenith,France,29,21,5423.0,104.0,8.82,3.2,3.51,mpfi,119,4,ohc,3365,56.1,70.0,189.1,97.7,front,fwd,sedan,4.0,std,gas,101.0
467,2018-10-28 13:37:41,Car702,7023.0,raven,Japan,35,31,5272.0,70.0,9.39,3.29,3.07,2bbl,95,4,ohc,1970,56.0,64.2,160.0,94.0,front,fwd,sedan,4.0,std,gas,95.0
468,2018-03-15 20:40:03,Car392,10599.0,helios,Japan,30,23,5404.0,96.0,8.97,2.99,3.68,mpfi,126,4,ohcf,2427,55.2,65.0,168.7,96.9,front,fwd,sedan,4.0,std,gas,108.0
469,2020-01-06 11:40:25,Car634,9029.0,atlas,Japan,24,18,5421.0,150.0,7.89,3.43,3.24,spdi,109,4,ohc,2848,50.4,66.2,174.3,95.1,front,rwd,hatchback,2.0,turbo,gas,123.0
470,2023-04-14 09:13:41,Car316,31037.0,kronos,Germany,23,17,4970.0,224.0,8.85,3.19,3.65,mpfi,194,8,ohcv,3209,55.8,66.3,194.9,98.6,front,rwd,hatchback,2.0,std,gas,120.0
471,2020-09-20 22:17:20,Car857,18611.0,vertex,Germany,25,17,5131.0,111.0,8.96,3.28,3.34,mpfi,119,4,dohc,2805,53.5,66.8,184.5,96.5,front,fwd,hatchback,2.0,std,gas,156.0
472,2021-03-31 17:41:10,Car541,16670.0,zenith,France,28,20,5398.0,105.0,8.47,2.89,3.53,mpfi,104,4,l,2873,55.2,67.2,183.4,103.6,front,rwd,sedan,4.0,turbo,gas,146.0
473,2021-01-13 06:50:46,Car325,14234.0,aegis,Germany,25,20,4843.0,109.0,8.61,3.28,3.57,mpfi,115,6,ohc,3081,57.2,66.2,191.6,104.2,front,rwd,sedan,4.0,std,gas,156.0
474,2023-05-28 14:24:16,Car836,37659.0,kronos,Germany,22,16,5274.0,162.0,8.5,3.3,3.57,mpfi,228,6,ohcv,3197,51.9,69.0,175.1,97.0,front,rwd,hatchback,2.0,std,gas,156.0
475,2018-12-20 22:29:23,Car190,9872.0,orion,Germany,32,24,5259.0,89.0,9.25,3.46,3.11,mpfi,135,4,ohc,2812,51.8,66.6,172.3,96.2,front,fwd,sedan,4.0,std,gas,105.0
476,2023-04-03 21:05:06,Car205,6006.0,altair,Japan,32,22,5226.0,78.0,8.92,3.21,3.16,2bbl,104,4,ohc,2659,51.8,67.0,160.9,96.4,front,fwd,hatchback,4.0,std,gas,133.0
477,2023-01-17 08:46:23,Car662,7892.0,velox,Japan,40,36,4700.0,73.0,21.25,3.4,3.1,idi,97,4,ohc,2150,55.4,65.2,171.8,96.3,front,fwd,sedan,4.0,std,diesel,92.0
478,2022-07-08 23:12:11,Car718,9286.0,raven,Japan,29,26,5342.0,76.0,8.94,3.37,3.23,2bbl,130,4,ohc,2178,52.4,64.1,166.4,96.0,front,fwd,sedan,2.0,std,gas,129.0
479,2021-09-06 21:55:56,Car429,6714.0,atlas,Japan,30,27,4882.0,129.0,9.08,3.45,3.12,2bbl,108,4,ohc,2142,50.0,65.6,156.8,96.2,front,fwd,hatchback,2.0,std,gas,154.0
480,2019-05-30 06:02:33,Car966,7661.0,prism,United States,36,25,5228.0,77.0,8.86,3.28,3.11,2bbl,101,4,ohc,1984,55.9,63.8,163.2,94.9,front,fwd,sedan,4.0,std,gas,127.0
481,2020-07-14 07:05:51,Car261,8218.0,helios,Japan,28,23,5203.0,87.0,8.87,3.09,3.6,2bbl,102,4,ohcf,2336,53.4,66.9,172.2,102.4,front,4wd,wagon,4.0,std,gas,89.0
482,2018-03-30 11:22:42,Car334,8221.0,helios,Japan,31,26,4910.0,86.0,8.86,3.05,3.66,2bbl,111,4,ohcf,2257,53.5,65.4,172.6,97.0,front,fwd,wagon,4.0,std,gas,81.0
483,2020-02-08 16:36:58,Car225,8421.0,heliX,Japan,30,28,5010.0,76.0,8.81,3.21,3.12,2bbl,97,4,ohc,1989,54.1,63.8,171.5,93.7,front,fwd,hatchback,2.0,std,gas,121.0
484,2018-09-02 20:54:42,Car635,13566.0,zenith,France,31,27,4739.0,78.0,8.8,3.4,3.58,mpfi,132,4,ohc,3105,56.8,66.7,182.1,100.8,front,rwd,wagon,4.0,std,gas,143.0
485,2018-05-19 14:19:02,Car718,7114.0,stratuS,United States,36,29,5308.0,71.0,9.16,3.5,3.08,2bbl,103,4,ohc,2078,56.6,63.9,172.3,96.3,front,fwd,wagon,4.0,std,gas,105.0
486,2021-07-30 00:00:41,Car875,7608.0,velox,Japan,33,30,5184.0,72.0,8.99,2.93,3.12,2bbl,102,4,ohc,2195,54.1,63.9,161.5,95.0,front,fwd,sedan,4.0,std,gas,98.0
487,2021-01-23 20:51:21,Car752,5118.0,velox,Japan,40,28,5357.0,62.0,9.31,3.14,3.13,2bbl,96,4,ohc,1878,53.5,63.9,155.6,93.5,front,fwd,hatchback,2.0,std,gas,109.0
488,2023-03-09 01:47:07,Car877,16131.0,aegis,Germany,25,20,4989.0,115.0,8.39,3.32,3.33,mpfi,136,6,ohc,3141,55.7,66.7,189.8,104.3,front,rwd,sedan,2.0,std,gas,123.0
489,2021-04-28 12:54:29,Car350,16465.0,atlas,Japan,26,17,5210.0,144.0,7.98,3.49,3.68,mfi,104,4,ohc,2549,50.1,66.1,163.0,95.2,front,rwd,hatchback,2.0,turbo,gas,162.0
